Symbol	Ensembl Transcript ID	CDS Length
KRT18	ENST00000388835	1293
SPTAN1	ENST00000372739	7434
NMB	ENST00000394588	465
HIST1H2BE	ENST00000356530	381
ACSS3	ENST00000548058	2061
NFKBIL1	ENST00000376148	1146
PRAMEF18	ENST00000376126	1440
TNF	ENST00000376122	702
PSMD9	ENST00000541212	672
CEACAM7	ENST00000006724	798
CGB	ENST00000357383	498
LHB	ENST00000221421	426
NFKBIB	ENST00000313582	1071
HNRNPL	ENST00000221419	1770
ECH1	ENST00000221418	987
MSGN1	ENST00000281047	582
C10orf54	ENST00000394957	936
UNC5B	ENST00000335350	2838
CDH23	ENST00000224721	10074
ME3	ENST00000393324	1815
TMEM106B	ENST00000396668	825
EZH2	ENST00000320356	2256
TARDBP	ENST00000240185	1245
TNFRSF8	ENST00000263932	1788
UBIAD1	ENST00000376810	1017
UBE3C	ENST00000348165	3252
SOAT1	ENST00000367619	1653
HELT	ENST00000338875	984
RDH13	ENST00000415061	996
CYP1A2	ENST00000343932	1551
LMAN1L	ENST00000309664	1581
GJD4	ENST00000321660	1113
FBXO39	ENST00000321535	1329
OR4A47	ENST00000446524	930
ITSN1	ENST00000381318	5166
HELQ	ENST00000295488	3306
MRPS18C	ENST00000295491	429
CRAT	ENST00000318080	1881
PDCL3	ENST00000264254	720
RAD23A	ENST00000586534	1092
CHST12	ENST00000258711	1245
GAB1	ENST00000262995	2175
THOC3	ENST00000265097	1056
FOXP4	ENST00000307972	2043
CNPY3	ENST00000372836	837
PPIL1	ENST00000373699	501
EIF2AK4	ENST00000263791	4950
SEPP1	ENST00000514985	1146
SEC13	ENST00000383801	1107
INPP4B	ENST00000509777	2817
KRTAP20-2	ENST00000330798	198
CTAG1B	ENST00000328435	543
AKAP5	ENST00000394718	1284
C1orf200	ENST00000377320	504
NKPD1	ENST00000317951	2499
FAM188A	ENST00000277632	1338
NAT15	ENST00000424546	750
PRDX5	ENST00000265462	645
RUFY2	ENST00000388768	1926
NHSL2	ENST00000540800	3678
PHACTR4	ENST00000373836	2139
GPANK1	ENST00000400139	1071
APOM	ENST00000383438	567
LY6G6D	ENST00000400084	1149
ABHD16A	ENST00000446529	1677
CSNK2B	ENST00000400116	705
LY6G5C	ENST00000449562	677
TCAP	ENST00000309889	504
CCS	ENST00000533244	825
SLC39A12	ENST00000377369	2076
DONSON	ENST00000303071	1701
GLT25D1	ENST00000252599	1869
SON	ENST00000356577	7281
NSUN5	ENST00000310326	1413
SLC27A1	ENST00000252595	1941
USHBP1	ENST00000252597	2112
PLVAP	ENST00000252590	1329
BST2	ENST00000252593	543
ACADS	ENST00000242592	1239
IFT81	ENST00000552912	2031
YIPF5	ENST00000274496	774
NDC80	ENST00000261597	1929
ARHGAP26	ENST00000274498	2445
CABYR	ENST00000463087	1482
RG9MTD1	ENST00000309922	1212
ZGPAT	ENST00000328969	1596
CTU2	ENST00000567949	1761
KRTAP25-1	ENST00000416044	309
SELP	ENST00000367790	2493
COL4A4	ENST00000396625	5073
OR52I1	ENST00000450052	1047
AFP	ENST00000226359	1869
ENY2	ENST00000521688	306
MASTL	ENST00000375940	2640
ACADVL	ENST00000543245	2037
DDX1	ENST00000381341	2223
AGK	ENST00000355413	1269
TPP2	ENST00000376052	3789
USP25	ENST00000400183	3378
VPS25	ENST00000253794	531
RAMP2	ENST00000587142	543
PSMC3IP	ENST00000393795	654
AOC3	ENST00000308423	2292
ACLY	ENST00000352035	3306
HSD17B13	ENST00000328546	903
NUDT9	ENST00000302174	1053
LONRF2	ENST00000393437	2265
SLCO1B1	ENST00000256958	2076
KLRD1	ENST00000381908	543
SOX5	ENST00000451604	2292
RERG	ENST00000256953	600
EMP1	ENST00000256951	474
RD3	ENST00000367002	588
KDR	ENST00000263923	4071
OR1L6	ENST00000373684	1044
SH2D1B	ENST00000367929	399
ARC	ENST00000356613	1191
POLR1C	ENST00000372389	1041
CDK5R2	ENST00000302625	1104
DSEL	ENST00000310045	3669
ASXL1	ENST00000375687	4626
ARL4C	ENST00000339728	606
GTPBP1	ENST00000216044	2010
SIRT2	ENST00000249396	1170
PRAF2	ENST00000376390	537
ZNRF4	ENST00000222033	1290
MEGF8	ENST00000251268	8538
FER1L6	ENST00000522917	5574
CDC6	ENST00000209728	1683
PTPRS	ENST00000372412	5850
CNFN	ENST00000222032	339
BEST2	ENST00000549706	1530
UBE2N	ENST00000318066	459
ZBTB41	ENST00000367405	2730
GRB2	ENST00000392564	654
CDK13	ENST00000181839	4539
TBC1D1	ENST00000261439	3507
UGT2A1	ENST00000514019	2082
CRX	ENST00000535362	981
BABAM1	ENST00000598188	990
RGS20	ENST00000297313	1167
TYK2	ENST00000525621	3564
PRR23C	ENST00000413199	789
SULT2A1	ENST00000222002	858
IGFBP1	ENST00000275525	780
NMNAT1	ENST00000377205	840
IGFBP3	ENST00000381083	894
M6PR	ENST00000000412	834
CDCA5	ENST00000404147	924
NFIC	ENST00000443272	1527
PARVG	ENST00000444313	996
HLA-DPA1	ENST00000515317	783
EFCAB9	ENST00000398186	594
HAUS3	ENST00000243706	1812
SCARF1	ENST00000263071	2493
SNRPA	ENST00000243563	849
PYROXD2	ENST00000370575	1746
CNNM1	ENST00000356713	2856
GUCY2F	ENST00000218006	3327
ATP1B4	ENST00000218008	1074
NACC2	ENST00000371753	1764
BTF3L4	ENST00000313334	477
ARL6IP5	ENST00000273258	567
TMF1	ENST00000543976	3291
UBA3	ENST00000361055	1392
SLC25A26	ENST00000354883	825
POLD1	ENST00000595904	3402
LRIG1	ENST00000273261	3282
C4orf37	ENST00000295268	1380
CUL4A	ENST00000375440	2280
HIVEP2	ENST00000367604	7341
TK2	ENST00000299697	924
GAGE12H	ENST00000381722	354
FYN	ENST00000354650	1614
C5orf48	ENST00000357147	405
PSORS1C1	ENST00000448455	459
PDCD4	ENST00000280154	1410
TTLL1	ENST00000266254	1272
RASL10A	ENST00000216101	612
ADRA2A	ENST00000280155	1398
MESDC2	ENST00000561312	705
CD7	ENST00000312648	723
ZBED5	ENST00000432999	2082
PIRT	ENST00000580256	414
PITPNA	ENST00000313486	813
PRPF8	ENST00000304992	7008
C6orf10	ENST00000457429	1692
REP15	ENST00000310791	711
SEMA6C	ENST00000368913	2889
ARNT	ENST00000358595	2370
MRPL9	ENST00000368830	804
HMGCS1	ENST00000325110	1563
FZD9	ENST00000344575	1776
DAP	ENST00000432074	615
C3orf18	ENST00000426034	489
PLBD2	ENST00000280800	1770
RASSF7	ENST00000397583	1122
NCS1	ENST00000372398	573
MOV10L1	ENST00000262794	3636
CYP3A43	ENST00000222382	1515
SNX8	ENST00000222990	1398
EIF3B	ENST00000360876	2445
NUDT1	ENST00000397048	540
ARHGAP5	ENST00000539826	4509
RNH1	ENST00000534797	1386
C5orf44	ENST00000545191	1260
LSM2	ENST00000455705	288
TRIM23	ENST00000231524	1725
LIFR	ENST00000263409	3294
PPWD1	ENST00000261308	1941
RPL37	ENST00000274242	294
PRCC	ENST00000271526	1476
FCRL5	ENST00000361835	2934
TXNDC15	ENST00000358387	1083
FCN3	ENST00000270879	900
RNASE6	ENST00000304677	453
PTPN9	ENST00000306726	1782
NPR1	ENST00000368680	3186
CYLC1	ENST00000329312	1956
APOD	ENST00000421243	646
SCNM1	ENST00000368905	693
PCP4	ENST00000328619	189
SLC25A21	ENST00000331299	900
RNF222	ENST00000399398	663
RNFT1	ENST00000305783	1308
CGB5	ENST00000301408	498
GGTLC3	ENST00000424787	711
FAM111B	ENST00000343597	2205
C6orf223	ENST00000336600	729
USP5	ENST00000229268	2577
CHPT1	ENST00000229266	1221
CDCA3	ENST00000538862	807
SHISA7	ENST00000376325	1617
TPI1	ENST00000229270	861
TLR9	ENST00000597542	3171
DMBT1	ENST00000368915	7629
C14orf166	ENST00000261700	735
NID2	ENST00000216286	4128
AMOTL2	ENST00000514516	2514
CD86	ENST00000330540	990
LIMS2	ENST00000324938	1098
PPT2	ENST00000414356	927
HR	ENST00000381418	3570
WNT2	ENST00000265441	1083
LMBR1	ENST00000354505	1596
RNF32	ENST00000317955	1089
ODAM	ENST00000396094	840
SMR3A	ENST00000226460	405
ERCC1	ENST00000013807	972
C4orf27	ENST00000393381	1041
GPHA2	ENST00000279168	390
TRIM39	ENST00000445206	1557
OR8K3	ENST00000312711	939
C4A	ENST00000421274	5235
DAOA	ENST00000375936	462
CFHR1	ENST00000320493	993
KCNT2	ENST00000294725	3408
PRKCB	ENST00000303531	2022
KRTAP5-7	ENST00000398536	498
AGL	ENST00000361915	4599
ZNF804B	ENST00000333190	4050
CLEC3A	ENST00000299642	621
PAN3	ENST00000380958	2664
PLEKHH2	ENST00000282406	4482
BSND	ENST00000371265	963
SRGAP2	ENST00000295713	2956
ADORA1	ENST00000309502	981
STK36	ENST00000295709	3948
RNF25	ENST00000295704	1380
KRTAP9-8	ENST00000254072	480
GALC	ENST00000261304	2058
NUP88	ENST00000573584	2226
RAI1	ENST00000353383	5721
TF	ENST00000402696	2097
SPCS1	ENST00000233025	510
NEK4	ENST00000233027	2526
RASD1	ENST00000225688	846
TMEM132D	ENST00000422113	3300
KDSR	ENST00000406396	999
CSF3R	ENST00000373103	2592
HBA1	ENST00000320868	429
RNASE12	ENST00000382999	444
HBM	ENST00000356815	426
C11orf73	ENST00000278483	594
ALDH7A1	ENST00000409134	1620
PHAX	ENST00000297540	1185
GBX1	ENST00000297537	1092
NBN	ENST00000265433	2265
TRPA1	ENST00000262209	3360
DECR1	ENST00000220764	1008
CALB1	ENST00000265431	786
TSPY1	ENST00000457222	927
RHOG	ENST00000351018	576
PDE6G	ENST00000573076	414
C1orf227	ENST00000332912	297
C11orf35	ENST00000329451	1905
HIST2H3D	ENST00000331491	411
C22orf25	ENST00000401833	954
SMAD7	ENST00000262158	1281
HP	ENST00000355906	1221
OR13C2	ENST00000542196	957
C5orf22	ENST00000325366	1329
ME2	ENST00000321341	1755
ARSA	ENST00000356098	1530
C14orf64	ENST00000499006	414
STARD9	ENST00000290607	14103
C14orf153	ENST00000409074	621
PLEKHA1	ENST00000368990	1215
NSMCE4A	ENST00000369023	1158
KIR2DL1	ENST00000291633	1125
BARHL1	ENST00000263610	984
LRIF1	ENST00000369763	2310
ADORA3	ENST00000369716	1044
RASSF9	ENST00000361228	1308
ERMAP	ENST00000372517	1428
ZNF691	ENST00000397044	948
RCSD1	ENST00000367854	1251
MICALL1	ENST00000215957	2592
NHP2L1	ENST00000402458	399
KCNIP2	ENST00000461105	858
ZNF460	ENST00000360338	1689
SLC25A33	ENST00000302692	966
SMARCC2	ENST00000550164	3738
RPE	ENST00000359429	687
FAM114A1	ENST00000358869	1692
JAKMIP2	ENST00000265272	2433
TMPRSS7	ENST00000452346	2532
RAB38	ENST00000243662	636
NUPR1	ENST00000395641	303
NAT6	ENST00000354862	927
MYST3	ENST00000265713	6015
CD70	ENST00000423145	627
TMIGD2	ENST00000301272	849
JMJD8	ENST00000293882	1005
WDR90	ENST00000549091	5253
C9orf40	ENST00000376854	585
C16orf11	ENST00000409413	1716
TOP2A	ENST00000423485	4596
NFIB	ENST00000397581	1713
ZPBP	ENST00000046087	1056
UCN3	ENST00000380433	486
NOS2	ENST00000313735	3462
DNAH9	ENST00000262442	13461
C19orf55	ENST00000396908	1440
PHF15	ENST00000448712	2553
TRPM7	ENST00000313478	5598
ZBTB38	ENST00000321464	3591
DEFB136	ENST00000382209	237
DEFB135	ENST00000382208	234
DEFB134	ENST00000526438	201
C2orf49	ENST00000258457	699
ANKRD36	ENST00000461153	5826
GPR45	ENST00000258456	1119
MRPS9	ENST00000258455	1191
TM6SF1	ENST00000379386	1122
FLII	ENST00000327031	3810
CEP112	ENST00000535342	2868
CDKN2AIPNL	ENST00000458198	351
TRIM10	ENST00000451727	1446
NGFRAP1	ENST00000372645	336
SOX12	ENST00000544632	948
TRIM42	ENST00000286349	2172
ARPP19	ENST00000564163	396
KCNJ5	ENST00000529694	1260
SNX19	ENST00000265909	2979
ZNF317	ENST00000247956	1788
NUDT18	ENST00000309188	972
GPR113	ENST00000311519	3240
TMSB15B	ENST00000567181	243
SLC25A30	ENST00000519676	876
OR2H1	ENST00000456657	951
CYP21A2	ENST00000436607	1485
FHDC1	ENST00000511601	3432
C4orf49	ENST00000398955	723
C9orf131	ENST00000312292	3240
HLA-A	ENST00000456012	1098
DOK7	ENST00000389653	1827
LRRN1	ENST00000319331	2151
GLIS2	ENST00000262366	1575
TRAP1	ENST00000246957	2115
PROX1	ENST00000498508	2214
RNF5	ENST00000427134	549
AGER	ENST00000375070	1308
PBX2	ENST00000375050	1293
NOTCH4	ENST00000375023	6012
TMEM225	ENST00000375026	678
EPX	ENST00000225371	2148
AKAP1	ENST00000337714	2712
GAS2L1	ENST00000407647	1614
ANKK1	ENST00000303941	2298
COIL	ENST00000240316	1731
TAP2	ENST00000383118	2061
HLA-DQB1	ENST00000383121	786
ATP6V0A2	ENST00000330342	2571
GNL3L	ENST00000336470	1749
USP6	ENST00000574788	4221
CPSF1	ENST00000349769	4332
RPS17	ENST00000560826	574
FGG	ENST00000407946	1386
BCL2L1	ENST00000376062	702
ECEL1	ENST00000304546	2328
LLPH	ENST00000266604	390
VCPIP1	ENST00000310421	3669
TAAR5	ENST00000258034	1014
RTCD1	ENST00000260563	1140
WSB1	ENST00000262394	1266
RCVRN	ENST00000226193	603
MAPRE3	ENST00000233121	846
TACR2	ENST00000373306	1197
BCMO1	ENST00000258168	1644
SLC25A15	ENST00000426521	906
LCP2	ENST00000046794	1602
CNTD2	ENST00000430325	924
GUCY2D	ENST00000254854	3312
GPR172B	ENST00000254853	1347
CLEC10A	ENST00000254868	951
KDM6B	ENST00000254846	5049
PTPRF	ENST00000359947	5724
RPF1	ENST00000370654	1050
KIF2C	ENST00000372224	2178
EZH1	ENST00000428826	2244
ABI3	ENST00000225941	1101
CNTNAP1	ENST00000264638	4155
EPB41L1	ENST00000338074	2646
TULP3	ENST00000397132	1506
PALMD	ENST00000263174	1656
SLC9A2	ENST00000233969	2439
HLTF	ENST00000310053	3030
TRIM38	ENST00000357085	1398
TP53RK	ENST00000372114	762
B3GALT1	ENST00000392690	981
MT-ND4L	ENST00000361335	297
KRTAP3-2	ENST00000391587	297
KRTAP3-1	ENST00000391588	297
UCHL3	ENST00000377595	693
UBE2B	ENST00000265339	459
SATB2	ENST00000417098	2202
GTF3C3	ENST00000263956	2661
C6orf72	ENST00000367419	993
APH1B	ENST00000261879	774
PARP16	ENST00000261888	972
CILP	ENST00000261883	3555
C15orf44	ENST00000567744	1665
CNTN5	ENST00000528682	3303
CNKSR2	ENST00000379510	3105
UGT3A1	ENST00000274278	1572
OSMR	ENST00000274276	2940
MAP1LC3A	ENST00000374837	378
TMEM90B	ENST00000376862	777
PIGU	ENST00000217446	1308
RSL24D1	ENST00000260443	492
SPTBN5	ENST00000320955	11025
BCL2L10	ENST00000561198	726
SEMA6D	ENST00000536845	3222
MYH11	ENST00000396324	5940
ZNF280D	ENST00000267807	2940
GCOM1	ENST00000587652	2298
MED10	ENST00000255764	408
IL1A	ENST00000263339	816
ZNF680	ENST00000309683	1593
EVC2	ENST00000344408	3927
SLFN14	ENST00000415846	2739
C15orf59	ENST00000569673	882
SLC6A14	ENST00000371900	1929
WDR61	ENST00000558311	918
NCOA2	ENST00000452400	4395
TSPAN3	ENST00000267970	762
NEIL1	ENST00000355059	1173
UGT2B11	ENST00000446444	1590
APOL4	ENST00000352371	1053
SMCR7L	ENST00000402881	1437
MTMR3	ENST00000401950	3597
ABHD16A	ENST00000444818	1806
NRAS	ENST00000369535	570
ZNF322A	ENST00000415922	1209
TBX18	ENST00000369663	1824
GTF2E2	ENST00000355904	876
ODF3L1	ENST00000332145	825
HMGN4	ENST00000377575	273
C6orf141	ENST00000414696	735
OR8D2	ENST00000357438	936
CCL4L2	ENST00000394465	279
SERPINA7	ENST00000327674	1248
PLP1	ENST00000303958	834
MORF4L2	ENST00000360458	867
NAGPA	ENST00000312251	1548
WFDC1	ENST00000219454	663
H2BFWT	ENST00000217926	528
PTH1R	ENST00000449590	1782
MAPK3	ENST00000263025	1140
GDPD3	ENST00000406256	957
ZNF575	ENST00000458714	1035
CKAP2L	ENST00000302450	2238
ANTXR1	ENST00000303714	1695
GKN1	ENST00000377938	600
C15orf40	ENST00000451195	504
ZNF181	ENST00000392232	1848
HIST1H2BF	ENST00000359985	381
USP11	ENST00000218348	2892
CDK16	ENST00000276052	1713
MMP16	ENST00000286614	1824
PHF16	ENST00000218343	2472
BMP6	ENST00000283147	1542
POLR3B	ENST00000228347	3402
RGPD3	ENST00000304514	5301
HSD17B8	ENST00000427295	786
DHFR	ENST00000439211	564
FAM71E1	ENST00000391816	744
RPS11	ENST00000270625	477
SPIB	ENST00000599632	1192
PTH2	ENST00000270631	303
INCENP	ENST00000394818	2757
PLXNB1	ENST00000296440	6408
PLAC1L	ENST00000278855	477
ZP1	ENST00000278853	1917
CCDC38	ENST00000344280	1692
NELL1	ENST00000298925	2517
KNTC1	ENST00000333479	6630
SHISA5	ENST00000296444	723
TTC14	ENST00000296015	2313
F5	ENST00000367796	6690
PDCD10	ENST00000392750	639
BCHE	ENST00000264381	1809
FAM165A	ENST00000369586	177
SERPINI2	ENST00000476257	1218
GPD2	ENST00000310454	2184
OTOF	ENST00000272371	5994
SAMD9	ENST00000379958	4770
USP12	ENST00000282344	1113
FAM81A	ENST00000288228	1107
DPH1	ENST00000263083	1332
MMD	ENST00000262065	717
MLL	ENST00000534358	11919
COPG2	ENST00000445977	741
CCDC13	ENST00000310232	2148
TDRKH	ENST00000368827	1686
SEL1L3	ENST00000399878	3399
DCAF10	ENST00000377724	1680
TSPAN9	ENST00000407263	816
WDR83	ENST00000418543	948
PTX4	ENST00000447419	1437
MND1	ENST00000240488	618
KIAA0922	ENST00000409959	4833
SOX17	ENST00000297316	1245
SH2D4B	ENST00000470604	1296
CTSB	ENST00000353047	1020
KCNAB3	ENST00000303790	1215
RAE1	ENST00000527947	1314
ZPLD1	ENST00000306176	1296
BMP7	ENST00000395863	1296
TRAPPC1	ENST00000303731	438
KNDC1	ENST00000368572	5256
APITD1	ENST00000309048	417
UBR5	ENST00000520539	8400
UTF1	ENST00000304477	1026
TP53I11	ENST00000354556	711
BCL2	ENST00000398117	720
SLFNL1	ENST00000302946	1224
CTPS	ENST00000372621	1776
C12orf32	ENST00000489288	717
KLK13	ENST00000595793	834
ERI2	ENST00000357967	2076
C1orf201	ENST00000374409	1005
ZFP62	ENST00000502412	2703
MCEE	ENST00000244217	531
SLC6A17	ENST00000331565	2184
PAIP2B	ENST00000244221	372
DYNC1H1	ENST00000360184	13941
LARP4	ENST00000429001	2193
LRRC48	ENST00000399187	1572
DEFB110	ENST00000371148	204
GLYATL3	ENST00000371197	867
ARL8B	ENST00000256496	561
ARHGAP32	ENST00000310343	6264
CHSY3	ENST00000305031	2649
HSP90AB1	ENST00000371646	2175
ZNF248	ENST00000395867	1740
OR2T6	ENST00000355728	927
KDELC1	ENST00000376004	1509
RUNDC2C	ENST00000507381	807
CARS2	ENST00000257347	1695
TBX15	ENST00000369429	1809
KLHL3	ENST00000309755	1764
HLA-C	ENST00000539307	1212
ZNF805	ENST00000414468	1884
DBNDD1	ENST00000568838	837
MICA	ENST00000364810	999
LPO	ENST00000262290	2139
GNG8	ENST00000300873	213
FNIP2	ENST00000379346	3414
JAK2	ENST00000381652	3399
HLA-DMA	ENST00000456486	871
CD302	ENST00000259053	699
SULT2B1	ENST00000201586	1098
EPS8L2	ENST00000526198	2196
ADCY4	ENST00000310677	3234
RIPK3	ENST00000216274	1557
DSCAML1	ENST00000321322	6342
NGDN	ENST00000408901	948
C6orf136	ENST00000547308	1491
ZDHHC22	ENST00000319374	792
TBCD	ENST00000539345	3693
CSNK1D	ENST00000398519	1284
ANAPC11	ENST00000357385	591
SNTG2	ENST00000308624	1620
MUCL1	ENST00000308796	273
CER1	ENST00000380911	804
CXorf23	ENST00000379682	2136
CTRL	ENST00000574481	795
RANBP10	ENST00000317506	1863
HAL	ENST00000261208	1974
SSH1	ENST00000326495	3150
ZNF621	ENST00000403205	1320
EGFL7	ENST00000371699	822
CPSF3L	ENST00000540437	1821
CCNG1	ENST00000340828	888
GABRG2	ENST00000414552	1548
ANKRD31	ENST00000274361	5622
IQGAP2	ENST00000274364	4728
WDFY1	ENST00000233055	1233
CRHBP	ENST00000274368	969
LINGO2	ENST00000379992	1821
BBS1	ENST00000318312	1782
DENND4A	ENST00000443035	5721
FBXO6	ENST00000376753	882
FBXO2	ENST00000354287	891
C1orf21	ENST00000235307	366
SWT1	ENST00000367501	2703
AGXT2	ENST00000231420	1545
RAD54L	ENST00000371975	2244
POMGNT1	ENST00000371992	2247
PRLR	ENST00000382002	1869
KDM5B	ENST00000367264	4743
ABHD16A	ENST00000429735	1806
JMJD4	ENST00000366758	1392
ATXN10	ENST00000252934	1428
COL5A1	ENST00000371817	5517
CT47A10	ENST00000430448	867
BRD2	ENST00000448067	2511
ELMOD1	ENST00000265840	1005
LY6G6D	ENST00000430137	523
ENKUR	ENST00000496261	771
FAM138A	ENST00000417324	258
BAG6	ENST00000546462	3489
BPIL1	ENST00000170150	1377
COL11A2	ENST00000551758	5211
C7orf53	ENST00000439068	396
C17orf47	ENST00000321691	1713
NQO1	ENST00000320623	825
STXBP2	ENST00000441779	1815
MAOA	ENST00000338702	1584
C15orf61	ENST00000342683	474
PPIH	ENST00000304979	534
C20orf94	ENST00000334534	1227
EXOSC7	ENST00000265564	876
AQP8	ENST00000219660	786
TDG	ENST00000392872	1233
SLC15A4	ENST00000266771	1734
CCL25	ENST00000390669	453
COX4I1	ENST00000253452	510
COX4NB	ENST00000253457	633
KIAA0182	ENST00000253458	3654
PPP1R3G	ENST00000405617	1077
ANKRD20A3	ENST00000254835	2472
CALM2	ENST00000409563	591
C9orf173	ENST00000388931	1161
GPN3	ENST00000543199	972
CHST13	ENST00000319340	1026
VPS29	ENST00000546588	645
LANCL3	ENST00000378619	1263
TMEM91	ENST00000392002	519
ANKS1A	ENST00000360359	3405
TAF11	ENST00000361288	636
TAX1BP3	ENST00000225525	375
ZNF99	ENST00000397104	3114
ELMO2	ENST00000439931	2199
SLC4A5	ENST00000377634	3414
SCXA	ENST00000340695	606
ABCC5	ENST00000334444	4314
AADAC	ENST00000232892	1200
ATF6	ENST00000367942	2013
ABHD14B	ENST00000483233	633
PAPOLG	ENST00000238714	2211
DNAH6	ENST00000237449	12477
PECR	ENST00000265322	912
GALNT7	ENST00000265000	1974
CCDC63	ENST00000308208	1692
ZIC1	ENST00000282928	1344
TRAF3IP2	ENST00000340026	1725
POTEJ	ENST00000409602	3117
MYO18B	ENST00000407587	7707
TBX20	ENST00000408931	1344
MDH1B	ENST00000374412	1557
POTEG	ENST00000409832	1527
DAXX	ENST00000455860	2223
DAGLB	ENST00000297056	2019
OR2H2	ENST00000454628	939
HMGB3	ENST00000325307	603
ANKRD37	ENST00000335174	477
RXRA	ENST00000481739	1389
C9orf47	ENST00000375850	708
RNF121	ENST00000361756	984
MYBPC2	ENST00000357701	3426
FAM123A	ENST00000515384	2016
DRD1	ENST00000329144	1341
GRPEL2	ENST00000329271	678
CDC20B	ENST00000381375	1560
TMED9	ENST00000332598	708
ESM1	ENST00000381405	555
RPS6KA5	ENST00000261991	2409
C17orf100	ENST00000391428	495
LGI1	ENST00000371418	1674
TBC1D12	ENST00000225235	2328
RIOK3	ENST00000339486	1560
CSTA	ENST00000264474	297
FCGBP	ENST00000221347	16218
DVL1	ENST00000378888	2088
SIAH1	ENST00000356721	942
C20orf96	ENST00000360321	1092
GK2	ENST00000358842	1662
CHD6	ENST00000373233	8148
ATP5E	ENST00000243997	156
PARD6B	ENST00000371610	1119
HLA-DMB	ENST00000428420	792
TGM1	ENST00000206765	2454
ZBTB9	ENST00000414934	1422
OR2B3	ENST00000415976	942
GLP1R	ENST00000373256	1392
MARCO	ENST00000327097	1563
FLRT2	ENST00000330753	1983
TCTEX1D2	ENST00000325318	429
DAO	ENST00000228476	1044
CORO1C	ENST00000420959	1584
ACCN2	ENST00000228468	1725
CAPRIN2	ENST00000251071	3384
PRRT1	ENST00000451329	921
N4BP1	ENST00000262384	2691
MED19	ENST00000431606	735
CBLN1	ENST00000219197	582
ELP4	ENST00000395934	1608
ZNF259	ENST00000227322	1380
MTCH2	ENST00000302503	912
NCKAP1L	ENST00000293373	3384
RNF186	ENST00000375121	684
TMEM52	ENST00000310991	630
TMEM139	ENST00000409102	651
UGT1A6	ENST00000305139	1599
C16orf53	ENST00000320330	765
PTCH1	ENST00000331920	4344
MDC1	ENST00000420320	6270
OR4C46	ENST00000328188	930
SSX9	ENST00000376909	567
ZFP57	ENST00000488757	1611
SSX4	ENST00000376886	567
HLA-F	ENST00000259951	1329
NMS	ENST00000376865	462
ATP1A1	ENST00000295598	3072
CCKAR	ENST00000295589	1287
IGFN1	ENST00000335211	11127
SLC22A15	ENST00000369503	1644
ARL17B	ENST00000575960	546
NEU1	ENST00000423382	1248
BBX	ENST00000325805	2826
VARS	ENST00000457796	3795
NPC1L1	ENST00000289547	4080
CXorf30	ENST00000378653	2757
DNAJC25	ENST00000313525	1083
C2CD4C	ENST00000332235	1266
KCNC4	ENST00000469655	1908
RING1	ENST00000430233	1221
RBM4B	ENST00000525754	1080
HOXB2	ENST00000330070	1071
HIST1H2BN	ENST00000449538	381
C1QTNF1	ENST00000354124	876
ATP5G3	ENST00000284727	429
FAM69A	ENST00000370310	1287
GRIN2A	ENST00000396573	4395
AREGB	ENST00000380846	759
FAM116B	ENST00000413817	1758
MUC19	ENST00000425730	4919
NHLRC1	ENST00000340650	1188
EPS15L1	ENST00000455140	2733
SLC35E1	ENST00000595753	1233
OR7C2	ENST00000248072	960
RBP7	ENST00000315901	546
DPPA3	ENST00000345088	480
LZIC	ENST00000541052	636
ID1	ENST00000376112	468
ARMCX5	ENST00000246174	1677
STRN4	ENST00000391910	2283
NECAB3	ENST00000246190	1191
MMP24	ENST00000246186	1938
GDF5	ENST00000374369	1506
IRAK3	ENST00000261233	1791
RELT	ENST00000064780	1293
TXNRD3NB	ENST00000404489	402
FLOT1	ENST00000383562	1284
MDC1	ENST00000383566	6270
DHX16	ENST00000383577	3126
C6orf136	ENST00000549361	1491
NRM	ENST00000383571	789
KIAA1949	ENST00000400554	1842
CACNG6	ENST00000252729	783
ATAT1	ENST00000383585	1266
PPP1R10	ENST00000383586	2823
NGLY1	ENST00000280700	1965
EDA	ENST00000374552	1176
VWA5B1	ENST00000375079	3663
FGF17	ENST00000359441	651
DVL2	ENST00000005340	2211
C1orf27	ENST00000287859	1365
BMP15	ENST00000252677	1179
CCDC90A	ENST00000379170	1080
FUT5	ENST00000588525	1125
MLLT1	ENST00000252674	1680
IGLL1	ENST00000330377	642
HEATR3	ENST00000299192	2043
USP41	ENST00000454608	1071
MRPL33	ENST00000448427	210
STAT2	ENST00000314128	2556
FOXN3	ENST00000345097	1473
C9orf3	ENST00000375315	2460
C2orf83	ENST00000264387	453
GRIK1	ENST00000327783	2850
CTSH	ENST00000220166	1008
GTF2A1L	ENST00000403751	1437
OR2M4	ENST00000306687	936
TRIM74	ENST00000285805	753
CDC23	ENST00000394886	1794
SYCN	ENST00000318438	405
APOBEC3B	ENST00000402182	1473
CXorf57	ENST00000372548	2568
RAD52	ENST00000358495	1257
FRMPD3	ENST00000276185	5433
KCNJ10	ENST00000368089	1140
FAM107B	ENST00000181796	921
TMEM78	ENST00000323223	411
ASB1	ENST00000264607	1008
LRG1	ENST00000306390	1044
UGT2B7	ENST00000305231	1590
MRPS28	ENST00000276585	564
TES	ENST00000358204	1266
PMP2	ENST00000256103	399
PAGE1	ENST00000376150	441
NUDT13	ENST00000357321	1059
